Customer Account Name,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD)
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001heSbZQAU/view"", ""Minsur S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZDZqOAO/view"", ""Minsur - Bases de datos"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Op5mMIAR/view"", ""Minsur - Migracion de Centros de datos a GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000004G25KAE/view"", ""ER-478697"")",MCO,EM (PE/EC),Migrate and Modernize Databases,0-2: Tech Eval/Solution Dev,2026-07-30,2026-09-16,"50,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001s98VtQAI/view"", ""Danper"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZDZ6OAO/view"", ""Danper - Migracion SQL Server to AlloyDB"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000P9UHyIAN/view"", ""Danper - Migracion SQL Server to AlloyDB"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000004G1HKAU/view"", ""ER-478660"")",MCO,EM (PE/EC),Migrate and Modernize Databases,0-2: Tech Eval/Solution Dev,2026-09-30,2026-11-20,"18,364.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVM5dQAG/view"", ""Banco de Chile"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZCZAOA4/view"", ""[BCH] - DM - Real-time queries with Spanner / Pricing tool with AlloyDB #GOLD"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000P6S3zIAF/view"", ""Banco de Chile - Spanner para consultas en línea a sistemas internos y tarifario #GOLD"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PSfrKAG/view"", ""ER-477068"")",MCO,Chile,Migrate and Modernize Databases,4.2: Ramping / Deliver,2026-06-01,2026-12-02,"116,700.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuPqQAI/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZABAOA4/view"", ""[CCLA] DEV API Gemini"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JOoKPIA1/view"", ""Caja de Compensacion de Asignacion Familiar de Los Andes/$24M TCV/3YR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000004DMRKA2/view"", ""ER-472483"")",MCO,Chile,Build with AI,4.2: Ramping / Deliver,2026-06-26,2026-12-18,"10,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCngOAE/view"", ""Implementación de OCI Streaming (Kafka) para Rimac"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")",,MCO,EM (PE/EC),Migrate Modernize and Build,4.3: Migrated/Implemented,2026-07-14,2026-07-31,"240,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tdSBOAY/view"", ""Grupo Breca - Gemini Enterprise [600 sits]"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")",,MCO,EM (PE/EC),Build with AI,3:  Proposal / Negotiation,2026-08-10,2026-09-30,"216,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hSz4IQAS/view"", ""CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009td7IOAQ/view"", ""FY26 #Comfama #Bigquery #Datos Limpios"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OnoI1IAJ/view"", ""FY26-Q2 #Outbound #Comfama #Bigquery #Datos Limpios"")",,Corporate,MCO CORP NORTE,Analytics,3:  Proposal / Negotiation,2026-09-17,2026-12-17,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCArOAM/view"", ""infraestructura Tenpo Banking"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oo2JEIAZ/view"", ""Tenpo Banking Infraestructure"")",,Corporate,MCO CORP SUR,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-09-08,2026-12-30,"380,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCCJOA2/view"", ""Mambu on GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oo2K2IAJ/view"", ""Mambu en GCP"")",,Corporate,MCO CORP SUR,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-10-15,2026-12-29,"300,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCGGOA2/view"", ""Gemini Enterprise Full Tenpo"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oo66xIAB/view"", ""Gemini Enterprise Tenpo"")",,Corporate,MCO CORP SUR,Build with AI,0-2: Tech Eval/Solution Dev,2026-09-01,2026-11-19,"70,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lSboRQAS/view"", ""Willax Television"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tcjuOAA/view"", ""Willax Wong | Migración SAC a BQ"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Op9xrIAB/view"", ""Willax Wong  | Commit 3Y FY26-FY29"")",,Corporate,MCO CORP CCA,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-07-15,2026-10-15,"25,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hiPL6QAM/view"", ""BANCO MUNDO MUJER SA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tcVsOAI/view"", ""FY26Q2 #Banco Mundo Mujer #Gemini Enterprise #Iniciativas de IA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OmpFZIAZ/view"", ""FY26Q2 #Outbound #Banco Mundo Mujer #Gemini Enterprise #Iniciativas de IA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PR5iKAG/view"", ""ER-473320"")",Corporate,MCO CORP NORTE,Build with AI,0-2: Tech Eval/Solution Dev,2026-08-28,2026-10-08,"84,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002789JPQAY/view"", ""Empresas Iansa S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tbuDOAQ/view"", ""IANSA - SAP DataLake"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JLbvzIAD/view"", ""Iansa Commit 3 años"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PZqNKAW/view"", ""ER-494097"")",Corporate,MCO CORP SUR,Analytics,4.2: Ramping / Deliver,2026-06-29,2026-10-30,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVyLmQAK/view"", ""Cooperativa del Personal de la Universidad de Chile Ltda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082SNbOAM/view"", ""Copeuch - WL Gem.Enterprise - Axmos"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000N5v1OIAR/view"", ""Copeuch - Gemin Enterprise - Axmos"")",,Corporate,MCO CORP SUR,Build with AI,0-2: Tech Eval/Solution Dev,2026-08-10,2026-11-30,"40,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hp5O7QAI/view"", ""GRUPO BOLIVAR S A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082S3ROAU/view"", ""Davivienda - GCP Credits Recommit - Fase 2"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JLWlQIAX/view"", ""BANCO DAVIVIENDA - RECOMMIT -  60M TCV USD 5 YRS"")",,MCO,Colombia,Analytics,4.3: Migrated/Implemented,2026-05-11,2026-05-12,"-150,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hp5O7QAI/view"", ""GRUPO BOLIVAR S A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082S3COAU/view"", ""Davivienda - GCP Credits Recommit - Fase 1"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JLWlQIAX/view"", ""BANCO DAVIVIENDA - RECOMMIT -  60M TCV USD 5 YRS"")",,MCO,Colombia,,4.3: Migrated/Implemented,2026-04-21,2026-04-21,"-150,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hunVBQAY/view"", ""GRUPO BOLIVAR S A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082RtbOAE/view"", ""Seguros Bolivar - Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OkTPwIAN/view"", ""SEGUROS BOLIVAR - GEMINI ENTERPRISE - 1000 SEATS - 190K ACV"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PRpHKAW/view"", ""ER-474922"")",MCO,Colombia,Build with AI,3:  Proposal / Negotiation,2026-11-06,2026-12-25,"190,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hYjYDQA0/view"", ""Gentera"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009olt9OAA/view"", ""Gentera - FS Transformation / Core Banking Ops"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaKeDIAV/view"", ""COMPARTAMOS SERVICIOS SA DE CV / $37.2M TCV / 37 MOS"")","ER-493941, ER-504804",Mexico,MX Large Accounts,Build with AI,0-2: Tech Eval/Solution Dev,2026-11-09,2027-05-28,"1,800,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002RRZSjQAP/view"", ""Grupo Celima Trebol"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082R4sOAE/view"", ""Celima | Data Analytics BQ"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OSjrAIAT/view"", ""grupo Celima#GCP #Data Analitica"")","ER-496430, ER-506715",Corporate,MCO CORP CCA,Analytics,0-2: Tech Eval/Solution Dev,2026-11-30,2026-12-31,"50,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e4ZHOAY/view"", ""Centria/QRoma ABAP SDK"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")",,MCO,EM (PE/EC),Analytics,4.2: Ramping / Deliver,2026-04-02,2026-07-13,"274,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lSboRQAS/view"", ""Willax Television"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tVTzOAM/view"", ""Willax Wong | Cargas Adicionales"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Op9xrIAB/view"", ""Willax Wong  | Commit 3Y FY26-FY29"")",,Corporate,MCO CORP CCA,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-08-01,2027-03-31,"16,200.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hiRKRQA2/view"", ""CAJA DE COMPENSACION FAMILIAR CAFAM"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082OfROAU/view"", ""CAFAM Analitica"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oes0XIAR/view"", ""CAFAM Analitica"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000HRH1KAO/view"", ""ER-458898"")",MCO,Colombia,Migrate Modernize and Build,3:  Proposal / Negotiation,2026-09-30,2026-12-31,"50,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/001Kf00000wivDzIAI/view"", ""Nova Andino Litio S.p.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e3nsOAA/view"", ""[SQM Litio] Azure to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000N56DEIAZ/view"", ""SQM Litio (Novandino) - Digital Transformation"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PNoeKAG/view"", ""ER-465872"")",MCO,Chile,Migrate Modernize and Build,4.1: Pre Ramp / Mobilize,2026-08-17,2027-08-20,"850,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/001Kf00000wivDzIAI/view"", ""Nova Andino Litio S.p.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tTXfOAM/view"", ""[SQM Litio] - MDE + New Data"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000N56DEIAZ/view"", ""SQM Litio (Novandino) - Digital Transformation"")",,MCO,Chile,Analytics,3:  Proposal / Negotiation,2026-08-28,2027-01-29,"120,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lSboRQAS/view"", ""Willax Television"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tTXVOA2/view"", ""Willax Wong | SCC Premium"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Op9xrIAB/view"", ""Willax Wong  | Commit 3Y FY26-FY29"")",,Corporate,MCO CORP CCA,Security,3:  Proposal / Negotiation,2026-09-15,2026-10-31,"13,200.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tTOsOAM/view"", ""Centria/Qroma - Arq de Ingesta de datos"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")",,MCO,EM (PE/EC),Analytics,4.2: Ramping / Deliver,2026-07-20,2026-08-10,"42,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tTOxOAM/view"", ""Centria/Urbanova - Arq Gobierno de Datos"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")",,MCO,EM (PE/EC),Analytics,4.2: Ramping / Deliver,2026-04-13,2026-08-10,"42,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tTOnOAM/view"", ""Centria/Qroma - Arq Gobierno de Datos"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")",,MCO,EM (PE/EC),Analytics,4.2: Ramping / Deliver,2026-03-16,2026-07-13,"42,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tTOYOA2/view"", ""Centria - Arq Gobierno de Datos"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")",,MCO,EM (PE/EC),Analytics,4.2: Ramping / Deliver,2026-05-04,2026-09-07,"42,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tTLUOA2/view"", ""Centria/Rimac - Sistema Integral de Telemedicina"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")",,MCO,EM (PE/EC),Analytics,4.2: Ramping / Deliver,2026-03-02,2026-09-02,"289,925.28"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tTLZOA2/view"", ""Centria/Rimac - Carretera de Datos No Estructurados"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")",,MCO,EM (PE/EC),Analytics,4.3: Migrated/Implemented,2026-03-02,2026-07-02,"286,193.16"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tTLjOAM/view"", ""Centria/Rimac - Reubicación de buckets de Cloud Storage"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")",,MCO,EM (PE/EC),Analytics,4.3: Migrated/Implemented,2026-03-09,2026-06-01,"148,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tTLeOAM/view"", ""Centria/Rimac - AI Agent for ITSM Automation"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")",,MCO,EM (PE/EC),Build with AI,4.3: Migrated/Implemented,2026-06-23,2026-07-27,"30,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tTLoOAM/view"", ""Centria/Rimac - Seguridad de agentes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PVXRKA4/view"", ""ER-484168"")",MCO,EM (PE/EC),Build with AI,4.2: Ramping / Deliver,2026-09-14,2026-09-28,"30,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tT7cOAE/view"", ""Centria/Rimac - IDA Cliente & Automatización RCSA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")",,MCO,EM (PE/EC),Analytics,4.2: Ramping / Deliver,2026-03-02,2026-08-10,"273,329.64"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPMWQA4/view"", ""Cencosud S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e1MfOAI/view"", ""AWS to GCP -> DB Emporium"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaIBdIAN/view"", ""Cencosud S.A./ $11M TCV/5YRS"")",,MCO,Chile,Migrate Modernize and Build,4.3: Migrated/Implemented,2026-02-24,2026-03-02,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hdHkfQAE/view"", ""Intercorp Peru Ltd."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082N5NOAU/view"", ""dataoffice intercorp agentes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000N5gZPIAZ/view"", ""Dataoffice Intercorp - AI agentes"")",,MCO,EM (PE/EC),Analytics,0-2: Tech Eval/Solution Dev,2026-08-31,2027-05-30,"480,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hYrRCQA0/view"", ""Grupo Ramos"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tS2ROAU/view"", ""Sandbox SAP CAR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Lie8yIAB/view"", ""Grupo Ramos SA/$1.7M TCV/3 YR"")",,Corporate,MCO CORP CCA,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-04-12,2026-07-31,"70,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuPqQAI/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e0bgOAA/view"", ""[CCLA] VDI Workspot Infra"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JOoKPIA1/view"", ""Caja de Compensacion de Asignacion Familiar de Los Andes/$24M TCV/3YR"")",,MCO,Chile,Migrate Modernize and Build,4.1: Pre Ramp / Mobilize,2026-08-28,2026-08-28,"65,880.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M0000202KgkQAE/view"", ""KOBA Colombia SAS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dzbZOAQ/view"", ""D1 - DB Switch transaccional Cloud SQL"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OFLDuIAP/view"", ""D1 - DB Switch transaccional Cloud SQL"")","ER-463641, ER-471053",MCO,Colombia,Migrate and Modernize Databases,3:  Proposal / Negotiation,2026-08-12,2026-11-10,"40,428.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVM5dQAG/view"", ""Banco de Chile"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dx6vOAA/view"", ""BCH - Data Center Exit to GCE with N4 - Hyperdisk Storage Pools (Entel)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000cmf9SQAQ/view"", ""Banco de Chile/$18M TCV /5 YR"")",,MCO,Chile,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-02-23,2026-12-31,"1,980,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVM5dQAG/view"", ""Banco de Chile"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dx8NOAQ/view"", ""BCH - DC Exit to GCE with N4 - Hyperdisk Storage Pools (Accenture) #VMware"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000cmf9SQAQ/view"", ""Banco de Chile/$18M TCV /5 YR"")",,MCO,Chile,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-03-18,2026-12-31,"614,612.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuPqQAI/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dwvsOAA/view"", ""[CCLA] Data Opptys"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JOoKPIA1/view"", ""Caja de Compensacion de Asignacion Familiar de Los Andes/$24M TCV/3YR"")",,MCO,Chile,Analytics,3:  Proposal / Negotiation,2026-08-28,2027-07-30,"200,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMkjuQAC/view"", ""Compania de Seguros de Vida Camara S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dwUmOAI/view"", ""Open Business Platform"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000dAoJlQAK/view"", ""Compania de Seguros de Vida Camara S.A. / $1.7M TCV / 3 YR"")",,MCO,Chile,Migrate Modernize and Build,4.3: Migrated/Implemented,2024-07-09,2024-07-15,"78,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPMWQA4/view"", ""Cencosud S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dwHTOAY/view"", ""Cencosud - DCZR CL"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000N4mdsIAB/view"", ""Cencosud - Recommit Q1 2026 #microsoft"")",,MCO,Chile,Migrate Modernize and Build,4.1: Pre Ramp / Mobilize,2027-03-01,2028-06-30,"1,360,255.00"
