Customer Account Name,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD)
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hUBZqQAO/view"", ""Marisa Lojas S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eD6LOAU/view"", ""Marisa - GE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OowUNIAZ/view"", ""Marisa Lojas - Gemini Enterprise"")",,Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-07-17,2026-08-28,"500,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001qqD1qQAE/view"", ""OPERADOR NACIONAL DO SISTEMA DE REGISTRO ELETRONICO DE IMOVEIS - ONR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eD5NOAU/view"", ""Crescimento ONR Anual"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OFGp3IAH/view"", ""Projeto Onix_ONR"")",,Corporate,BR CORP,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-04-14,2027-04-30,"170,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001qqD1qQAE/view"", ""OPERADOR NACIONAL DO SISTEMA DE REGISTRO ELETRONICO DE IMOVEIS - ONR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eD5cOAE/view"", ""GE_ONR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oow08IAB/view"", ""Gemini Ent_ONR #TDSYNNEX_NY_EXPEDITION_26"")",,Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-10-01,2026-12-31,"50,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hqATyQAM/view"", ""Tramontina Central de Administração Ltda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tdSzOAI/view"", ""Tramontina - WS4 TStoe, Cat, Comercial"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NFTjHIAX/view"", ""Tramontina Central de Administração Ltda / $ 5,308,821 TCV / 3 YRS"")",,Brazil,Retail & CPG,Build with AI,3:  Proposal / Negotiation,2026-08-31,2026-09-30,"120,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hfoBSQAY/view"", ""(Pernambucanas) ARTHUR LUNDGREN INVESTIMENTOS, INCORPORAÇÃO E ADMINISTRAÇÃO LTDA."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tdBQOAY/view"", ""Pernambucanas - Documentoscopia"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NS9CLIA1/view"", ""Pernambucanas - Recommit 2026"")",,Brazil,Retail & CPG,Migrate and Modernize Databases,4.3: Migrated/Implemented,2026-05-30,2026-06-30,"120,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWlDEQA0/view"", ""Embraco"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tdCmOAI/view"", ""[Embraco | Nidec] #Projetos de IA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OElBMIA1/view"", ""[Embraco | Nidec] #Data & Analytics TDSYNNEX_NY_EXPEDITION_26"")",,Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-08-15,2026-08-28,"90,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hc6D8QAI/view"", ""Protege S/A Serviços Especiais"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e82bOAA/view"", ""Protege - Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OTFaHIAX/view"", ""Protege - Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000TYi6KAG/view"", ""ER-497825"")",Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-08-27,2026-09-30,"150,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKEpfQAG/view"", ""Tegma Gestão Logística S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e89NOAQ/view"", ""tegma - Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NSWQ6IAP/view"", ""Tegma Gestão Logística S/A #GCP #OUT #GeminiEnterprise"")",,Corporate,BR CORP,Customer Engagement,0-2: Tech Eval/Solution Dev,2026-10-23,2026-12-11,"18,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hfmrYQAQ/view"", ""Banco Bocom BBM"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e7OEOAY/view"", ""Banco Bocom BBM - Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OTe2OIAT/view"", ""BANCO BOCOM # GEMINI ENTERPRISE"")",,Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-08-31,2026-09-30,"20,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hirjtQAA/view"", ""SIMPAR S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082PO2OAM/view"", ""Movida [Simpar] - Raio X do Cliente"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Ng7bIIAR/view"", ""Movida - Nova jornada - Pos commit"")",,Brazil,Multi Industry,Build with AI,3:  Proposal / Negotiation,2026-08-14,2026-09-30,"800,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001qK4FJQA0/view"", ""AUTOPASS S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e5aDOAQ/view"", ""OCI Migration_Autopass"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NQLnMIAX/view"", ""OCI Migration_Autopass"")",,Corporate,BR CORP,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-11-30,2026-12-28,"300,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/001Kf000012iuZ4IAI/view"", ""Nater Coop"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e5RjOAI/view"", ""Nater-#GCP-#BR-#IA Description"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NDu5AIAT/view"", ""Nater-#GCP-#BR-#IA"")",,Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-09-02,2026-11-02,"150,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n6QxmQAE/view"", ""Construtora Tenda S/A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e58zOAA/view"", ""Inteligencia Terrenos_Tenda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NysG8IAJ/view"", ""Inteligencia Terrenos_Tenda"")",,Corporate,BR CORP,Migrate Modernize and Build,3:  Proposal / Negotiation,2026-08-27,2026-09-28,"40,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e4oMOAQ/view"", ""CB - Database Modernization Redis #DATALIVELABS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Migrate and Modernize Databases,3:  Proposal / Negotiation,2026-12-01,2027-03-31,"535,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e4pyOAA/view"", ""CB - Migração Infor LN to SAP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PNFZKA4/view"", ""ER-464584"")",Brazil,Retail & CPG,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-12-01,2027-03-31,"500,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e4q8OAA/view"", ""CB - Modernização Mainframe Originação"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2027-04-01,2027-12-28,"500,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e4p6OAA/view"", ""CB - Migração CDC Azure"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2027-02-01,2027-06-30,"500,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e4ogOAA/view"", ""CB - Migração AsapLog"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Migrate Modernize and Build,3:  Proposal / Negotiation,2026-08-17,2026-12-28,"350,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e4obOAA/view"", ""CB - Migração Banqi"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000004F9FKAU/view"", ""ER-476571"")",Brazil,Retail & CPG,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-12-01,2027-03-31,"350,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e4poOAA/view"", ""CB - Recomendação novas vitrines"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000ts47KAA/view"", ""ER-460958"")",Brazil,Retail & CPG,Build with AI,4.3: Migrated/Implemented,2026-03-26,2026-05-01,"100,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hUCWJQA4/view"", ""Lojas Riachuelo S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tVgjOAE/view"", ""Riachuelo - Analytics BQ for eCommerce"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NS9CkIAL/view"", ""Riachuelo - Recommit 2026"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PezyKAC/view"", ""ER-506265"")",Brazil,Retail & CPG,Analytics,0-2: Tech Eval/Solution Dev,2026-09-24,2026-10-20,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e3qWOAQ/view"", ""CB - Backup Veeam"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000004NDtKAM/view"", ""ER-495986"")",Brazil,Retail & CPG,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-05-25,2026-08-31,"175,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKX16QAG/view"", ""Grupo Hinode Participações S.A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e21fOAA/view"", ""Grupo Hinode - Recommit 3Y"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OPbYwIAL/view"", ""Grupo Hinode - Recommit 3Y"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000ttxSKAQ/view"", ""ER-465637"")",Corporate,BR CORP,Migrate Modernize and Build,3:  Proposal / Negotiation,2026-08-13,2026-10-22,"200,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKInLQAW/view"", ""Supermercado Zona Sul"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e0IeOAI/view"", ""Supermercado Zona Sul - VertexAI"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Jay7FIAR/view"", ""Supermercado Zona Sul / $ 270k TCV / 3 YR"")",,Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-09-15,2026-09-30,"26,796.48"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001qqD1qQAE/view"", ""OPERADOR NACIONAL DO SISTEMA DE REGISTRO ELETRONICO DE IMOVEIS - ONR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dzSwOAI/view"", ""Projeto Onix_ONR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OFGp3IAH/view"", ""Projeto Onix_ONR"")",,Corporate,BR CORP,Migrate Modernize and Build,4.3: Migrated/Implemented,2026-05-08,2026-08-31,"200,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tR8TOAU/view"", ""CB - Migration from MongoDB to Firestore #DATALIVELABS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000011R75KAE/view"", ""ER-463898"")",Brazil,Retail & CPG,Migrate and Modernize Databases,3:  Proposal / Negotiation,2026-10-26,2026-12-31,"200,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ogikOAA/view"", ""CB - Patch Mgmt"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-05-27,2026-08-20,"18,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dywQOAQ/view"", ""CB - SQL Server"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Migrate and Modernize Databases,4.2: Ramping / Deliver,2026-06-15,2026-11-30,"500,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dywVOAQ/view"", ""CB - OCI modernization"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000011R7eKAE/view"", ""ER-463919"")",Brazil,Retail & CPG,Migrate and Modernize Databases,4.2: Ramping / Deliver,2026-03-23,2026-10-30,"200,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hqATyQAM/view"", ""Tramontina Central de Administração Ltda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dytpOAA/view"", ""Tramontina - WS4 NMI"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NFTjHIAX/view"", ""Tramontina Central de Administração Ltda / $ 5,308,821 TCV / 3 YRS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000004MrTKAU/view"", ""ER-495027"")",Brazil,Retail & CPG,Analytics,4.1: Pre Ramp / Mobilize,2026-08-28,2026-09-25,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006AEheOAG/view"", ""CB - Performance and AI Code"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")","ER-467181, ER-484190",Brazil,Retail & CPG,Build with AI,4.3: Migrated/Implemented,2026-03-30,2026-06-24,"10,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dxdKOAQ/view"", ""CB - workload negativo VMware CUD1"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Migrate Modernize and Build,4.1: Pre Ramp / Mobilize,2026-09-28,2026-12-01,"-180,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dxdAOAQ/view"", ""CB - workload negativo Retail Search"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Build with AI,4.2: Ramping / Deliver,2026-04-09,2026-12-01,"-1,164,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htVnnQAE/view"", ""AeC Centro de Contatos S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dx5YOAQ/view"", ""Bot de Automacao Tecnica"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NPZDpIAP/view"", ""AeC - Projeto de Bot Inteligente #AIMBH26"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PJIPKA4/view"", ""ER-455812"")",Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-07-31,2026-08-20,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tLbfOAE/view"", ""CB - workload negativo creditos MMB #RECOMMIT (2nd Milestone)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Migrate Modernize and Build,4.1: Pre Ramp / Mobilize,2026-12-01,2027-01-31,"-420,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001mX5AoQAK/view"", ""Vero Internet"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082IQLOA2/view"", ""Wkl - Vero - DA Uses Cases"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000MyYkiIAF/view"", ""Vero #OUT #GCP #Analytics  #BR"")","ER-428142, ER-443252, ER-428135",Brazil,Media & Telco,Analytics,4.3: Migrated/Implemented,2025-12-23,2025-12-29,"15,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tIJFOA2/view"", ""CB - VMware - Equinix"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")","ER-429521, ER-425053, ER-425018, ER-425019",Brazil,Retail & CPG,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-10-10,2025-10-28,"435,160.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h5kT9QAI/view"", ""Banco Rendimento"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082I3qOAE/view"", ""Rendimento | Software Developer"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000M1BmZIAV/view"", ""Banco Rendimento | Esteira de AI"")",,Corporate,BR CORP,Build with AI,4.3: Migrated/Implemented,2025-11-24,2026-02-23,"65,973.36"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tG0sOAE/view"", ""CB - workload negativo creditos MMB #RECOMMIT"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-08-10,2026-08-31,"-420,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001qqD1qQAE/view"", ""OPERADOR NACIONAL DO SISTEMA DE REGISTRO ELETRONICO DE IMOVEIS - ONR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tEpkOAE/view"", ""Projeto KUBO _ ONR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000MfQgdIAF/view"", ""Projeto Kubo_ONR"")",,Corporate,BR CORP,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-12-01,2026-06-30,"250,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001qqD1qQAE/view"", ""OPERADOR NACIONAL DO SISTEMA DE REGISTRO ELETRONICO DE IMOVEIS - ONR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oaHOOAY/view"", ""ONR | IARI Matriculas - Fase 2"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000csmKoQAI/view"", ""ONR /$6.3M TCV/2YRS"")",,Corporate,BR CORP,Build with AI,4.3: Migrated/Implemented,2025-09-01,2026-05-31,"260,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001qqD1qQAE/view"", ""OPERADOR NACIONAL DO SISTEMA DE REGISTRO ELETRONICO DE IMOVEIS - ONR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MbXJOA0/view"", ""ONR | IARI 2.0 Marketplace"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KYNpiIAH/view"", ""SREI_ONR"")",,Corporate,BR CORP,Build with AI,4.3: Migrated/Implemented,2025-08-04,2026-04-30,"240,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001qqD1qQAE/view"", ""OPERADOR NACIONAL DO SISTEMA DE REGISTRO ELETRONICO DE IMOVEIS - ONR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MZMOOA4/view"", ""ONR | Ag Conversacionais | Chat GWS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000csmKoQAI/view"", ""ONR /$6.3M TCV/2YRS"")",,Corporate,BR CORP,Customer Engagement,4.3: Migrated/Implemented,2025-05-19,2025-07-25,"50,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001qqD1qQAE/view"", ""OPERADOR NACIONAL DO SISTEMA DE REGISTRO ELETRONICO DE IMOVEIS - ONR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MZMJOA4/view"", ""[CES AI]ONR- #CA - Filas Adicionais"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000csmKoQAI/view"", ""ONR /$6.3M TCV/2YRS"")",,Corporate,BR CORP,Customer Engagement,4.3: Migrated/Implemented,2025-08-07,2025-10-31,"20,000.00"
